REGWLD,GDPIN,SCEN,Value
EU27,UnSkLab,BAU_aES,1.26260565593839E-0004
IDN,UnSkLab,BAU_aES,-4.11192758065226E-0007
INDIA,UnSkLab,BAU_aES,5.18243181701905E-0009
JAPAN,UnSkLab,BAU_aES,3.11727635562420E-0005
KOR,UnSkLab,BAU_aES,3.46387460012920E-0005
MAR,UnSkLab,BAU_aES,-4.21159626284862E-0007
MDG,UnSkLab,BAU_aES,-1.55609800600587E-0008
MEAS_NAfr,UnSkLab,BAU_aES,2.54232552833855E-0004
MEX,UnSkLab,BAU_aES,8.84229166331352E-0007
MYS,UnSkLab,BAU_aES,1.20336256514975E-0008
NGA,UnSkLab,BAU_aES,-5.97946714364639E-0009
Oceania,UnSkLab,BAU_aES,4.53809443570208E-0005
Oth_CEE_CIS,UnSkLab,BAU_aES,-1.50572543498129E-0003
Oth_Europe,UnSkLab,BAU_aES,4.48781589511782E-0004
PAK,UnSkLab,BAU_aES,-5.51384138347544E-0009
PHL,UnSkLab,BAU_aES,-4.38782805645133E-0008
POL,UnSkLab,BAU_aES,3.92440269934014E-0005
R_S_Asia,UnSkLab,BAU_aES,-3.32536092173541E-0006
R_SE_Asia,UnSkLab,BAU_aES,5.26115363754798E-0005
Russia,UnSkLab,BAU_aES,9.39560873547407E-0009
S_o_Amer,UnSkLab,BAU_aES,9.54113056650385E-0005
S_S_AFR,UnSkLab,BAU_aES,-5.88245893595740E-0005
TUR,UnSkLab,BAU_aES,5.24979064664421E-0008
USA,UnSkLab,BAU_aES,7.12468172423542E-0005
VNM,UnSkLab,BAU_aES,6.44948983108407E-0010
XAC,UnSkLab,BAU_aES,5.81123060783284E-0007
ZAF,UnSkLab,BAU_aES,3.26377357851015E-0006
World,UnSkLab,BAU_aES,8.05073159426684E-0006
ARG,SkLab,BAU_aES,1.11790461332362E-0008
BGD,SkLab,BAU_aES,3.09913197327205E-0008
BRAZIL,SkLab,BAU_aES,2.45134870056063E-0004
C_C_Amer,SkLab,BAU_aES,2.04115174710751E-0003
CAN,SkLab,BAU_aES,5.93124888837337E-0004
CHIHKG,SkLab,BAU_aES,6.72642418066971E-0005
COL,SkLab,BAU_aES,-3.19824806638280E-0007
E_Asia,SkLab,BAU_aES,2.78849946334958E-0003
EGY,SkLab,BAU_aES,-1.15975717562833E-0006
ETH,SkLab,BAU_aES,-9.67671894613886E-0007
EU27,SkLab,BAU_aES,2.26708012633026E-0004
IDN,SkLab,BAU_aES,-1.61275907885283E-0004
INDIA,SkLab,BAU_aES,2.57487727139960E-0007
JAPAN,SkLab,BAU_aES,1.31318322382867E-0003
KOR,SkLab,BAU_aES,2.17982247704640E-0004
MAR,SkLab,BAU_aES,5.85819407206145E-0007
MDG,SkLab,BAU_aES,1.05818259044099E-0007
MEAS_NAfr,SkLab,BAU_aES,1.52451964095235E-0003
MEX,SkLab,BAU_aES,1.50427673361264E-0004
MYS,SkLab,BAU_aES,1.38155485274183E-0007
NGA,SkLab,BAU_aES,4.90763397920091E-0007
Oceania,SkLab,BAU_aES,6.75592222250998E-0004
Oth_CEE_CIS,SkLab,BAU_aES,-8.41335859149694E-0003
Oth_Europe,SkLab,BAU_aES,4.32940898463130E-0003
PAK,SkLab,BAU_aES,-4.82821064906602E-0007
PHL,SkLab,BAU_aES,-1.05789936810652E-0007
POL,SkLab,BAU_aES,4.22093598172069E-0003
R_S_Asia,SkLab,BAU_aES,5.83757064305246E-0004
R_SE_Asia,SkLab,BAU_aES,-1.48631795309484E-0003
Russia,SkLab,BAU_aES,1.09874360987305E-0006
S_o_Amer,SkLab,BAU_aES,-6.38106575934216E-0005
S_S_AFR,SkLab,BAU_aES,-2.83657893305644E-0004
TUR,SkLab,BAU_aES,3.57970639015548E-0005
USA,SkLab,BAU_aES,7.62836600188166E-0004
VNM,SkLab,BAU_aES,2.71213565383732E-0007
XAC,SkLab,BAU_aES,-1.41976741474537E-0007
ZAF,SkLab,BAU_aES,3.19053797284141E-0005
World,SkLab,BAU_aES,3.53880983311683E-0004
ARG,Capital,BAU_aES,1.15604201766928E-0007
BGD,Capital,BAU_aES,3.50799034265492E-0008
BRAZIL,Capital,BAU_aES,5.48994983546436E-0004
C_C_Amer,Capital,BAU_aES,-3.21597413858399E-0004
CAN,Capital,BAU_aES,1.85635290108621E-0004
CHIHKG,Capital,BAU_aES,1.27330061513931E-0003
COL,Capital,BAU_aES,7.03636544585606E-0007
E_Asia,Capital,BAU_aES,-4.04440361307934E-0004
EGY,Capital,BAU_aES,-4.74013091888992E-0007
ETH,Capital,BAU_aES,-7.23577784356166E-0007
EU27,Capital,BAU_aES,3.77062067855150E-0004
IDN,Capital,BAU_aES,-1.25505879987031E-0003
INDIA,Capital,BAU_aES,1.20101304901254E-0007
JAPAN,Capital,BAU_aES,2.50762241194025E-0004
KOR,Capital,BAU_aES,8.52752418722957E-0005
MAR,Capital,BAU_aES,3.47484331086889E-0007
MDG,Capital,BAU_aES,2.51729670708301E-0005
MEAS_NAfr,Capital,BAU_aES,8.68386239744723E-0004
MEX,Capital,BAU_aES,1.54400448082015E-0004
MYS,Capital,BAU_aES,-6.97360960089100E-0008
NGA,Capital,BAU_aES,1.15050333704403E-0007
Oceania,Capital,BAU_aES,6.16425066255033E-0004
Oth_CEE_CIS,Capital,BAU_aES,-4.85226570162922E-0004
Oth_Europe,Capital,BAU_aES,2.72393343038857E-0003
PAK,Capital,BAU_aES,-3.79808930972558E-0008
PHL,Capital,BAU_aES,4.18230854393187E-0007
POL,Capital,BAU_aES,2.50917114317417E-0003
R_S_Asia,Capital,BAU_aES,3.28358262777329E-0004
R_SE_Asia,Capital,BAU_aES,-5.84015833737794E-0005
Russia,Capital,BAU_aES,-1.45897938637063E-0004
S_o_Amer,Capital,BAU_aES,8.49910429678857E-0004
S_S_AFR,Capital,BAU_aES,1.09465050627477E-0004
TUR,Capital,BAU_aES,9.96107337414287E-0005
USA,Capital,BAU_aES,1.04312894109171E-0004
VNM,Capital,BAU_aES,-1.81221881945248E-0009
XAC,Capital,BAU_aES,1.13939131551888E-0006
ZAF,Capital,BAU_aES,4.25897451350465E-0005
World,Capital,BAU_aES,4.62826807051897E-0004
ARG,NatRes,BAU_aES,-1.56221044989024E-0008
BGD,NatRes,BAU_aES,-1.85711428457580E-0007
BRAZIL,NatRes,BAU_aES,1.36600419864408E-0007
C_C_Amer,NatRes,BAU_aES,-3.74192697927356E-0003
CAN,NatRes,BAU_aES,9.87063657476028E-0008
CHIHKG,NatRes,BAU_aES,-3.81774734705687E-0005
COL,NatRes,BAU_aES,-5.82257584369472E-0008
E_Asia,NatRes,BAU_aES,1.17227304144762E-0004
EGY,NatRes,BAU_aES,8.18049386452913E-0007
ETH,NatRes,BAU_aES,2.94925914801070E-0008
EU27,NatRes,BAU_aES,-1.76640560312080E-0006
IDN,NatRes,BAU_aES,-8.98741404853354E-0007
INDIA,NatRes,BAU_aES,-2.00197021626991E-0007
JAPAN,NatRes,BAU_aES,4.11808827038840E-0008
KOR,NatRes,BAU_aES,-3.21101481404185E-0007
MAR,NatRes,BAU_aES,3.96627910959069E-0007
MDG,NatRes,BAU_aES,1.03026218312152E-0006
MEAS_NAfr,NatRes,BAU_aES,-1.67752205015859E-0005
MEX,NatRes,BAU_aES,1.22469065999553E-0008
MYS,NatRes,BAU_aES,-7.68744143897493E-0008
NGA,NatRes,BAU_aES,7.78796831468753E-0008
Oceania,NatRes,BAU_aES,-1.46645761560649E-0004
Oth_CEE_CIS,NatRes,BAU_aES,-7.67522651585750E-0005
Oth_Europe,NatRes,BAU_aES,-5.00771966471802E-0006
PAK,NatRes,BAU_aES,5.74942532693967E-0007
PHL,NatRes,BAU_aES,8.41601206502673E-0007
POL,NatRes,BAU_aES,7.38605665517866E-0009
R_S_Asia,NatRes,BAU_aES,1.11520208884031E-0003
R_SE_Asia,NatRes,BAU_aES,-1.86734378803521E-0003
Russia,NatRes,BAU_aES,1.65277604935454E-0008
S_o_Amer,NatRes,BAU_aES,-5.11234160512686E-0004
S_S_AFR,NatRes,BAU_aES,-1.95668498054147E-0003
TUR,NatRes,BAU_aES,-9.64065165476313E-0008
USA,NatRes,BAU_aES,4.12397866966785E-0008
VNM,NatRes,BAU_aES,-1.60674730409482E-0007
XAC,NatRes,BAU_aES,1.94970880329493E-0006
ZAF,NatRes,BAU_aES,2.95171016517770E-0008
World,NatRes,BAU_aES,-8.49523057695478E-0005
ARG,IndTaxes,BAU_aES,-3.55187198147178E-0003
BGD,IndTaxes,BAU_aES,-8.79484228789806E-0003
BRAZIL,IndTaxes,BAU_aES,-6.67968951165676E-0003
C_C_Amer,IndTaxes,BAU_aES,-0.019675591961
CAN,IndTaxes,BAU_aES,0.014536450617
CHIHKG,IndTaxes,BAU_aES,-0.014797937125
COL,IndTaxes,BAU_aES,0.015241465531
E_Asia,IndTaxes,BAU_aES,4.54993639141321E-0003
EGY,IndTaxes,BAU_aES,4.59331646561623E-0003
ETH,IndTaxes,BAU_aES,0.021001160145
EU27,IndTaxes,BAU_aES,-0.017719753087
IDN,IndTaxes,BAU_aES,-8.83915647864342E-0003
INDIA,IndTaxes,BAU_aES,-0.038166757673
JAPAN,IndTaxes,BAU_aES,-5.63469156622887E-0003
KOR,IndTaxes,BAU_aES,-0.036828964949
MAR,IndTaxes,BAU_aES,-4.08099591732025E-0003
MDG,IndTaxes,BAU_aES,-4.53879416454583E-0004
MEAS_NAfr,IndTaxes,BAU_aES,0.047900319099
MEX,IndTaxes,BAU_aES,6.57403096556664E-0003
MYS,IndTaxes,BAU_aES,-0.01294597052
NGA,IndTaxes,BAU_aES,1.72318512341008E-0004
Oceania,IndTaxes,BAU_aES,0.032697714865
Oth_CEE_CIS,IndTaxes,BAU_aES,0.013669259846
Oth_Europe,IndTaxes,BAU_aES,5.74526237323880E-0003
PAK,IndTaxes,BAU_aES,-0.020146969706
PHL,IndTaxes,BAU_aES,0.032193943858
POL,IndTaxes,BAU_aES,-0.030718456954
R_S_Asia,IndTaxes,BAU_aES,-0.040249876678
R_SE_Asia,IndTaxes,BAU_aES,-0.041233487427
Russia,IndTaxes,BAU_aES,0.068408638239
S_o_Amer,IndTaxes,BAU_aES,0.012389868498
S_S_AFR,IndTaxes,BAU_aES,0.026640444994
TUR,IndTaxes,BAU_aES,-0.02332517691
USA,IndTaxes,BAU_aES,-2.13775108568370E-0003
VNM,IndTaxes,BAU_aES,1.12498435191810E-0003
XAC,IndTaxes,BAU_aES,0.12513065338
ZAF,IndTaxes,BAU_aES,3.12588410452008E-0003
World,IndTaxes,BAU_aES,-2.26109358482063E-0003
ARG,TechChange,BAU_aES,0.011915499344
BGD,TechChange,BAU_aES,-2.0290718079
BRAZIL,TechChange,BAU_aES,-0.038105163723
C_C_Amer,TechChange,BAU_aES,-0.15672455728
CAN,TechChange,BAU_aES,-0.013920420781
CHIHKG,TechChange,BAU_aES,-0.27724158764
COL,TechChange,BAU_aES,0.035845626146
E_Asia,TechChange,BAU_aES,3.92453139647841E-0003
EGY,TechChange,BAU_aES,-0.54965436459
ETH,TechChange,BAU_aES,-0.36266312003
EU27,TechChange,BAU_aES,0.019565556198
IDN,TechChange,BAU_aES,-0.39870023727
INDIA,TechChange,BAU_aES,-0.13564170897
JAPAN,TechChange,BAU_aES,-0.026706065983
KOR,TechChange,BAU_aES,-0.064279064536
MAR,TechChange,BAU_aES,0.25258234143
MDG,TechChange,BAU_aES,-1.0576212406
MEAS_NAfr,TechChange,BAU_aES,0.019621836022
MEX,TechChange,BAU_aES,2.04387004487216E-0003
MYS,TechChange,BAU_aES,-0.35219305754
NGA,TechChange,BAU_aES,-0.073344476521
Oceania,TechChange,BAU_aES,0.048121109605
Oth_CEE_CIS,TechChange,BAU_aES,-0.046732280403
Oth_Europe,TechChange,BAU_aES,-0.093185342848
PAK,TechChange,BAU_aES,0.21901191771
PHL,TechChange,BAU_aES,0.22905877233
POL,TechChange,BAU_aES,-0.056985855103
R_S_Asia,TechChange,BAU_aES,-0.47313094139
R_SE_Asia,TechChange,BAU_aES,-0.12819680572
Russia,TechChange,BAU_aES,-0.011191145517
S_o_Amer,TechChange,BAU_aES,-0.088297381997
S_S_AFR,TechChange,BAU_aES,4.45535220205784E-0003
TUR,TechChange,BAU_aES,-0.0470094271
USA,TechChange,BAU_aES,-5.57506643235683E-0003
VNM,TechChange,BAU_aES,-0.087598659098
XAC,TechChange,BAU_aES,1.1248574257
ZAF,TechChange,BAU_aES,-0.019827077165
World,TechChange,BAU_aES,-0.070390515029
ARG,Land,GlOBPES,-7.81910202931613E-0004
BGD,Land,GlOBPES,-7.89670157246292E-0004
BRAZIL,Land,GlOBPES,-1.57069927081466E-0003
C_C_Amer,Land,GlOBPES,-2.52502388320863E-0003
CAN,Land,GlOBPES,-6.20598206296563E-0004
CHIHKG,Land,GlOBPES,1.19494317914359E-0004
COL,Land,GlOBPES,-3.78088268917054E-0004
E_Asia,Land,GlOBPES,-0.022653223947
EGY,Land,GlOBPES,2.14931345544755E-0003
ETH,Land,GlOBPES,-7.43093434721231E-0003
EU27,Land,GlOBPES,7.99659101176076E-0005
IDN,Land,GlOBPES,-0.31352496147
INDIA,Land,GlOBPES,-7.26621644571423E-0003
JAPAN,Land,GlOBPES,-3.01708641927689E-0004
KOR,Land,GlOBPES,-3.32743336912245E-0004
MAR,Land,GlOBPES,-9.31182119529694E-0004
MDG,Land,GlOBPES,-2.01469491003081E-0004
MEAS_NAfr,Land,GlOBPES,-2.11486266925931E-0003
MEX,Land,GlOBPES,-8.16523469984531E-0003
MYS,Land,GlOBPES,-0.10453529656
NGA,Land,GlOBPES,-1.69648882001638E-0003
Oceania,Land,GlOBPES,-5.41804416570812E-0004
Oth_CEE_CIS,Land,GlOBPES,-1.11451745033264E-0003
Oth_Europe,Land,GlOBPES,-1.19760203233454E-0004
PAK,Land,GlOBPES,-3.91813414171338E-0003
PHL,Land,GlOBPES,-1.53241748921573E-0003
POL,Land,GlOBPES,2.23749782890081E-0003
R_S_Asia,Land,GlOBPES,-3.89049819204956E-0004
R_SE_Asia,Land,GlOBPES,-0.012251541018
Russia,Land,GlOBPES,-2.05011083744466E-0003
S_o_Amer,Land,GlOBPES,-9.37337172217667E-0004
S_S_AFR,Land,GlOBPES,-0.07148322463
TUR,Land,GlOBPES,-1.41853757668287E-0004
USA,Land,GlOBPES,-2.42076558060944E-0003
VNM,Land,GlOBPES,-1.43854646012187E-0003
XAC,Land,GlOBPES,-0.066636294127
ZAF,Land,GlOBPES,-0.012265102938
World,Land,GlOBPES,-6.43098820000887E-0003
ARG,UnSkLab,GlOBPES,-4.06224742732775E-0008
BGD,UnSkLab,GlOBPES,1.56436572029683E-0010
BRAZIL,UnSkLab,GlOBPES,3.70408179151127E-0006
C_C_Amer,UnSkLab,GlOBPES,-2.48311444011051E-0005
CAN,UnSkLab,GlOBPES,4.58970225736266E-0006
CHIHKG,UnSkLab,GlOBPES,1.48279781569727E-0004
COL,UnSkLab,GlOBPES,-4.70018957088314E-0009
E_Asia,UnSkLab,GlOBPES,-8.51531949592754E-0005
EGY,UnSkLab,GlOBPES,6.44330810928295E-0009
ETH,UnSkLab,GlOBPES,-3.06247898151923E-0008
EU27,UnSkLab,GlOBPES,2.33884478802793E-0004
IDN,UnSkLab,GlOBPES,2.24127504111493E-0007
INDIA,UnSkLab,GlOBPES,1.07458444920105E-0010
JAPAN,UnSkLab,GlOBPES,1.54576136992546E-0005
KOR,UnSkLab,GlOBPES,7.48157035559416E-0005
MAR,UnSkLab,GlOBPES,-4.72818095786920E-0009
MDG,UnSkLab,GlOBPES,1.28400818866226E-0008
MEAS_NAfr,UnSkLab,GlOBPES,-1.98755751625868E-0005
MEX,UnSkLab,GlOBPES,5.62529658054700E-0006
MYS,UnSkLab,GlOBPES,1.96370528726675E-0008
NGA,UnSkLab,GlOBPES,2.41737629913530E-0009
Oceania,UnSkLab,GlOBPES,4.35407309851143E-0006
Oth_CEE_CIS,UnSkLab,GlOBPES,1.44074088893831E-0004
Oth_Europe,UnSkLab,GlOBPES,7.52940177335404E-0005
PAK,UnSkLab,GlOBPES,-5.77669134749215E-0010
PHL,UnSkLab,GlOBPES,-3.94499810596471E-0009
POL,UnSkLab,GlOBPES,9.54695497057401E-0006
R_S_Asia,UnSkLab,GlOBPES,2.23236838792218E-0007
R_SE_Asia,UnSkLab,GlOBPES,5.62542311399739E-0007
Russia,UnSkLab,GlOBPES,1.86909829835713E-0008
S_o_Amer,UnSkLab,GlOBPES,-2.47420121013420E-0005
S_S_AFR,UnSkLab,GlOBPES,2.54183845527223E-0007
TUR,UnSkLab,GlOBPES,3.65001994850900E-0007
USA,UnSkLab,GlOBPES,8.42030713101849E-0005
VNM,UnSkLab,GlOBPES,-4.34646718616705E-0009
XAC,UnSkLab,GlOBPES,-2.41181830062942E-0008
ZAF,UnSkLab,GlOBPES,1.51982048919308E-0005
World,UnSkLab,GlOBPES,9.13864860194735E-0005
ARG,SkLab,GlOBPES,4.18738146379383E-0008
BGD,SkLab,GlOBPES,6.79656719793087E-0010
BRAZIL,SkLab,GlOBPES,2.02327282750048E-0004
C_C_Amer,SkLab,GlOBPES,-2.16874905163422E-0005
CAN,SkLab,GlOBPES,2.15259788092226E-0004
CHIHKG,SkLab,GlOBPES,6.33240735623986E-0004
COL,SkLab,GlOBPES,-4.99633081574302E-0008
E_Asia,SkLab,GlOBPES,-4.97146276757121E-0004
EGY,SkLab,GlOBPES,9.79441097115341E-0008
ETH,SkLab,GlOBPES,1.81260020326590E-0007
EU27,SkLab,GlOBPES,1.43948197364807E-0003
IDN,SkLab,GlOBPES,6.12407384323887E-0005
INDIA,SkLab,GlOBPES,-2.20281091145580E-0008
JAPAN,SkLab,GlOBPES,6.53822789900005E-0004
KOR,SkLab,GlOBPES,4.45534649770707E-0004
MAR,SkLab,GlOBPES,-2.54247236597394E-0008
MDG,SkLab,GlOBPES,2.87756762418212E-0007
MEAS_NAfr,SkLab,GlOBPES,9.04175336472690E-0004
MEX,SkLab,GlOBPES,1.00887787993997E-0003
MYS,SkLab,GlOBPES,-1.00159610383344E-0007
NGA,SkLab,GlOBPES,9.22370091416269E-0009
Oceania,SkLab,GlOBPES,1.09686967334710E-0004
Oth_CEE_CIS,SkLab,GlOBPES,3.01514705643058E-0003
Oth_Europe,SkLab,GlOBPES,7.99869303591549E-0004
PAK,SkLab,GlOBPES,-6.34205932215082E-0008
PHL,SkLab,GlOBPES,-3.07154337519933E-0008
POL,SkLab,GlOBPES,-2.79387738555670E-0003
R_S_Asia,SkLab,GlOBPES,7.59196846047416E-0005
R_SE_Asia,SkLab,GlOBPES,-5.02914117532782E-0005
Russia,SkLab,GlOBPES,1.74797150975792E-0006
S_o_Amer,SkLab,GlOBPES,-1.90101069165394E-0004
S_S_AFR,SkLab,GlOBPES,4.26151556894183E-0004
TUR,SkLab,GlOBPES,6.26577384537086E-0005
USA,SkLab,GlOBPES,9.03843669220805E-0004
VNM,SkLab,GlOBPES,-7.39303174235317E-0010
XAC,SkLab,GlOBPES,7.48449622278713E-0008
ZAF,SkLab,GlOBPES,1.44760473631322E-0004
World,SkLab,GlOBPES,7.06253107637167E-0004
ARG,Capital,GlOBPES,1.67731286637718E-0008
BGD,Capital,GlOBPES,5.61253710174014E-0010
BRAZIL,Capital,GlOBPES,6.16387696936727E-0004
C_C_Amer,Capital,GlOBPES,1.05660237750271E-0005
CAN,Capital,GlOBPES,2.47727475652937E-0005
CHIHKG,Capital,GlOBPES,7.85786076448858E-0004
COL,Capital,GlOBPES,1.57142410195377E-0009
E_Asia,Capital,GlOBPES,-1.31799652081099E-0006
EGY,Capital,GlOBPES,-2.55914756053244E-0007
ETH,Capital,GlOBPES,7.35818117547638E-0009
EU27,Capital,GlOBPES,1.09222671017051E-0003
IDN,Capital,GlOBPES,5.74483070522547E-0004
INDIA,Capital,GlOBPES,3.37409495898555E-0008
JAPAN,Capital,GlOBPES,1.75805515027605E-0004
KOR,Capital,GlOBPES,1.29547537653707E-0004
MAR,Capital,GlOBPES,1.90286826295960E-0008
MDG,Capital,GlOBPES,1.79046679704697E-0007
MEAS_NAfr,Capital,GlOBPES,-4.44463912572246E-0005
MEX,Capital,GlOBPES,2.32170056551695E-0003
MYS,Capital,GlOBPES,-3.21496500532703E-0008
NGA,Capital,GlOBPES,-4.94889178526137E-0008
Oceania,Capital,GlOBPES,7.73091014707461E-0005
Oth_CEE_CIS,Capital,GlOBPES,-1.46146430779481E-0005
Oth_Europe,Capital,GlOBPES,2.10679136216640E-0004
PAK,Capital,GlOBPES,1.16200595812188E-0008
PHL,Capital,GlOBPES,7.45478168084901E-0009
POL,Capital,GlOBPES,-1.86716468306258E-0004
R_S_Asia,Capital,GlOBPES,1.56544538185699E-0005
R_SE_Asia,Capital,GlOBPES,1.32209834191599E-0005
Russia,Capital,GlOBPES,3.33207135554403E-0004
S_o_Amer,Capital,GlOBPES,1.76664689206518E-0004
S_S_AFR,Capital,GlOBPES,1.16391922347248E-0004
TUR,Capital,GlOBPES,-1.88591657206416E-0004
USA,Capital,GlOBPES,1.21981414849870E-0004
VNM,Capital,GlOBPES,4.61117046768322E-0008
XAC,Capital,GlOBPES,-1.26507728737124E-0007
ZAF,Capital,GlOBPES,2.11283651879057E-0004
World,Capital,GlOBPES,4.60348383057863E-0004
ARG,NatRes,GlOBPES,-8.62239668553144E-0010
BGD,NatRes,GlOBPES,-6.15665607384130E-0009
BRAZIL,NatRes,GlOBPES,3.23751025987917E-0009
C_C_Amer,NatRes,GlOBPES,6.03284115641145E-0006
CAN,NatRes,GlOBPES,-4.83624873481858E-0009
CHIHKG,NatRes,GlOBPES,-4.58915621948108E-0007
COL,NatRes,GlOBPES,-1.44833944837330E-0009
E_Asia,NatRes,GlOBPES,4.21211950651923E-0007
EGY,NatRes,GlOBPES,6.00895191382733E-0008
ETH,NatRes,GlOBPES,6.58730847646893E-0011
EU27,NatRes,GlOBPES,-3.14914757382212E-0007
IDN,NatRes,GlOBPES,-3.50050299857685E-0008
INDIA,NatRes,GlOBPES,-1.55114188160610E-0009
JAPAN,NatRes,GlOBPES,3.34718641692433E-0010
KOR,NatRes,GlOBPES,-3.13035730670208E-0009
MAR,NatRes,GlOBPES,4.53342918760313E-0009
MDG,NatRes,GlOBPES,6.26513729784506E-0009
MEAS_NAfr,NatRes,GlOBPES,-3.90596960642142E-0006
MEX,NatRes,GlOBPES,-1.03478059454432E-0009
MYS,NatRes,GlOBPES,1.65580154032341E-0008
NGA,NatRes,GlOBPES,-5.32229815775054E-0010
Oceania,NatRes,GlOBPES,3.52588699570333E-0007
Oth_CEE_CIS,NatRes,GlOBPES,-1.44347654895682E-0006
Oth_Europe,NatRes,GlOBPES,-2.63400838917960E-0008
PAK,NatRes,GlOBPES,1.06228703611322E-0009
PHL,NatRes,GlOBPES,-1.34246147531769E-0009
POL,NatRes,GlOBPES,-9.55991674711498E-0011
R_S_Asia,NatRes,GlOBPES,9.85557562671602E-0007
R_SE_Asia,NatRes,GlOBPES,-8.52770153869642E-0006
Russia,NatRes,GlOBPES,2.02632799428670E-0010
S_o_Amer,NatRes,GlOBPES,-4.05976697948063E-0006
S_S_AFR,NatRes,GlOBPES,-3.53127397829667E-0005
TUR,NatRes,GlOBPES,-2.57191240526922E-0010
USA,NatRes,GlOBPES,-1.03582808996805E-0010
VNM,NatRes,GlOBPES,-1.91277216288199E-0008
XAC,NatRes,GlOBPES,-1.02167518889473E-0009
ZAF,NatRes,GlOBPES,-1.54201929003506E-0009
World,NatRes,GlOBPES,-8.23725940790609E-0007
ARG,IndTaxes,GlOBPES,2.05062376335263E-0003
BGD,IndTaxes,GlOBPES,1.77667869138531E-0004
BRAZIL,IndTaxes,GlOBPES,7.27389473468065E-0004
C_C_Amer,IndTaxes,GlOBPES,9.22017788980156E-0004
CAN,IndTaxes,GlOBPES,-4.88246558234096E-0003
CHIHKG,IndTaxes,GlOBPES,2.45604803785682E-0003
COL,IndTaxes,GlOBPES,1.62401958368719E-0003
E_Asia,IndTaxes,GlOBPES,1.01825559977442E-0003
EGY,IndTaxes,GlOBPES,2.51593813300133E-0003
ETH,IndTaxes,GlOBPES,-4.97718714177609E-0003
EU27,IndTaxes,GlOBPES,-2.59535480290651E-0003
IDN,IndTaxes,GlOBPES,0.029742268845
INDIA,IndTaxes,GlOBPES,-7.24243046715856E-0003
JAPAN,IndTaxes,GlOBPES,7.94070889241993E-0004
KOR,IndTaxes,GlOBPES,-5.69114740937948E-0003
MAR,IndTaxes,GlOBPES,-2.18202034011483E-0003
MDG,IndTaxes,GlOBPES,-5.52622252143919E-0004
MEAS_NAfr,IndTaxes,GlOBPES,2.95562506653368E-0003
MEX,IndTaxes,GlOBPES,2.51850648783147E-0003
MYS,IndTaxes,GlOBPES,5.15146180987358E-0003
NGA,IndTaxes,GlOBPES,-8.22396832518280E-0004
Oceania,IndTaxes,GlOBPES,-1.91874906886369E-0003
Oth_CEE_CIS,IndTaxes,GlOBPES,3.14442184753716E-0003
Oth_Europe,IndTaxes,GlOBPES,1.75124336965382E-0003
PAK,IndTaxes,GlOBPES,-2.60671414434910E-0003
PHL,IndTaxes,GlOBPES,3.16580175422132E-0003
POL,IndTaxes,GlOBPES,5.52832102403045E-0003
R_S_Asia,IndTaxes,GlOBPES,0.013056844473
R_SE_Asia,IndTaxes,GlOBPES,3.89082846231759E-0003
Russia,IndTaxes,GlOBPES,6.30980730056763E-0003
S_o_Amer,IndTaxes,GlOBPES,1.55684980563819E-0003
S_S_AFR,IndTaxes,GlOBPES,0.016771033406
TUR,IndTaxes,GlOBPES,2.54121888428926E-0003
USA,IndTaxes,GlOBPES,-1.21524068526924E-0003
VNM,IndTaxes,GlOBPES,3.75982793048024E-0003
XAC,IndTaxes,GlOBPES,0.031577385962
ZAF,IndTaxes,GlOBPES,-5.23489143233746E-0004
World,IndTaxes,GlOBPES,6.62794860545546E-0004
ARG,TechChange,GlOBPES,0.029371105134
BGD,TechChange,GlOBPES,-0.061647213995
BRAZIL,TechChange,GlOBPES,0.012132946402
C_C_Amer,TechChange,GlOBPES,0.027955342084
CAN,TechChange,GlOBPES,-2.05094413831830E-0003
CHIHKG,TechChange,GlOBPES,0.025826012716
COL,TechChange,GlOBPES,0.01118016243
E_Asia,TechChange,GlOBPES,7.17273866757751E-0003
EGY,TechChange,GlOBPES,0.26210534573
ETH,TechChange,GlOBPES,0.026047082618
EU27,TechChange,GlOBPES,3.75956157222390E-0003
IDN,TechChange,GlOBPES,0.057419076562
INDIA,TechChange,GlOBPES,0.069847032428
JAPAN,TechChange,GlOBPES,5.51804713904858E-0003
KOR,TechChange,GlOBPES,0.013020563871
MAR,TechChange,GlOBPES,0.074231974781
MDG,TechChange,GlOBPES,0.071243777871
MEAS_NAfr,TechChange,GlOBPES,0.065213859081
MEX,TechChange,GlOBPES,5.36676216870546E-0003
MYS,TechChange,GlOBPES,3.52839101105928E-0003
NGA,TechChange,GlOBPES,-0.01324371621
Oceania,TechChange,GlOBPES,7.12330359965563E-0003
Oth_CEE_CIS,TechChange,GlOBPES,0.032114468515
Oth_Europe,TechChange,GlOBPES,1.55422836542130E-0003
PAK,TechChange,GlOBPES,-0.011239263229
PHL,TechChange,GlOBPES,0.026966329664
POL,TechChange,GlOBPES,0.075160875916
R_S_Asia,TechChange,GlOBPES,7.68381636589766E-0003
R_SE_Asia,TechChange,GlOBPES,8.32535978406668E-0003
Russia,TechChange,GlOBPES,0.010579712689
S_o_Amer,TechChange,GlOBPES,0.030611753464
S_S_AFR,TechChange,GlOBPES,-0.020840603858
TUR,TechChange,GlOBPES,0.010003245436
USA,TechChange,GlOBPES,0.01147234533
VNM,TechChange,GlOBPES,1.93695793859661E-0003
XAC,TechChange,GlOBPES,0.015831129625
